ticket_id,customer_id,ticket_date,issue_type,priority,resolved
8290,3941,2023-05-21,Feature Request,Medium,True
8291,3942,2024-09-25,Billing,High,True
8292,3942,2024-10-28,Technical,Low,True
8293,3943,2024-06-15,Technical,High,True
8294,3944,2023-10-11,Feature Request,High,False
8295,3945,2023-05-20,Bug,Medium,False
8296,3945,2021-11-16,Billing,Medium,False
8297,3945,2023-04-25,Technical,Medium,True
8298,3945,2021-04-12,Feature Request,High,True
8299,3946,2021-03-31,Technical,Low,False
8300,3946,2024-01-01,Feature Request,Low,False
8301,3946,2022-04-04,Feature Request,Medium,True
8302,3946,2024-10-27,Bug,Low,True
8303,3947,2023-12-08,Technical,Medium,True
8304,3948,2024-05-31,Bug,Medium,True
8305,3949,2021-07-28,Billing,Medium,False
8306,3951,2024-05-27,Technical,Medium,True
8307,3954,2024-06-26,Technical,Low,False
8308,3955,2024-05-16,Technical,High,False
8309,3955,2024-12-01,Bug,Low,False
8310,3955,2024-01-16,Technical,Low,False
8311,3956,2021-11-24,Feature Request,Medium,False
8312,3956,2022-03-09,Billing,Low,True
8313,3957,2023-08-04,Billing,Medium,False
8314,3959,2024-08-25,Feature Request,Medium,False
8315,3959,2022-03-05,Billing,High,False
8316,3959,2022-09-18,Billing,Low,False
8317,3959,2023-11-19,Billing,Low,True
8318,3960,2023-10-10,Billing,Low,False
8319,3961,2021-08-30,Bug,High,True
8320,3962,2024-06-27,Bug,Medium,True
8321,3963,2023-10-02,Billing,Low,False
8322,3963,2024-03-05,Technical,Medium,True
8323,3964,2024-09-23,Feature Request,Low,True
8324,3964,2024-07-28,Feature Request,Low,False
8325,3964,2024-06-16,Feature Request,Medium,False
8326,3965,2023-02-21,Billing,High,True
8327,3965,2023-07-07,Feature Request,Medium,True
8328,3965,2022-09-04,Feature Request,Low,False
8329,3966,2022-07-31,Billing,High,False
8330,3968,2020-10-09,Feature Request,Low,True
8331,3968,2020-09-11,Feature Request,High,True
8332,3968,2020-09-11,Bug,Low,True
8333,3968,2020-09-24,Technical,High,False
8334,3969,2022-12-15,Billing,High,False
8335,3969,2021-09-04,Technical,High,True
8336,3969,2022-06-13,Feature Request,High,True
8337,3969,2024-03-24,Bug,High,False
8338,3970,2023-09-27,Feature Request,Low,True
8339,3970,2024-01-23,Feature Request,Medium,True
8340,3971,2023-09-01,Billing,Medium,True
8341,3971,2024-01-23,Feature Request,Medium,False
8342,3971,2022-05-22,Technical,Medium,False
8343,3972,2023-06-07,Billing,High,True
8344,3973,2024-05-03,Feature Request,Medium,False
8345,3973,2024-03-10,Feature Request,Medium,True
8346,3973,2024-05-15,Feature Request,Medium,True
8347,3973,2024-09-06,Feature Request,Medium,True
8348,3974,2024-01-17,Feature Request,High,True
8349,3974,2024-02-08,Technical,High,True
8350,3974,2024-03-04,Technical,Low,False
8351,3974,2024-02-25,Billing,Low,False
8352,3974,2024-01-18,Bug,High,True
8353,3974,2024-02-07,Feature Request,Low,True
8354,3974,2024-02-25,Billing,Low,False
8355,3974,2024-03-05,Technical,High,True
8356,3974,2024-01-19,Technical,High,False
8357,3975,2024-01-09,Billing,Medium,False
8358,3976,2023-06-09,Feature Request,Low,True
8359,3976,2023-09-11,Billing,Low,False
8360,3977,2020-11-11,Feature Request,Low,False
8361,3977,2023-03-28,Billing,High,True
8362,3977,2021-01-06,Technical,Low,False
8363,3980,2024-03-26,Technical,High,False
8364,3981,2024-10-21,Billing,Medium,True
8365,3981,2024-07-24,Billing,High,False
8366,3981,2023-11-05,Technical,Medium,False
8367,3982,2024-03-29,Feature Request,High,True
8368,3982,2024-07-06,Feature Request,High,False
8369,3982,2023-08-21,Feature Request,High,False
8370,3984,2024-10-31,Feature Request,Low,False
8371,3985,2022-11-22,Billing,High,True
8372,3985,2023-02-03,Feature Request,Medium,True
8373,3986,2021-07-04,Billing,High,True
8374,3986,2021-05-06,Feature Request,Medium,True
8375,3986,2021-03-08,Bug,High,False
8376,3988,2022-04-22,Feature Request,Medium,False
8377,3988,2020-05-05,Technical,Medium,True
8378,3989,2024-07-17,Bug,Medium,True
8379,3990,2023-06-04,Billing,Low,True
8380,3991,2024-12-01,Feature Request,High,False
8381,3993,2022-02-01,Billing,Low,False
8382,3993,2021-07-03,Feature Request,Low,True
8383,3993,2023-04-25,Billing,High,False
8384,3993,2022-03-27,Bug,Medium,False
8385,3994,2024-08-19,Feature Request,Medium,False
8386,3994,2024-10-20,Billing,High,False
8387,3994,2024-12-05,Technical,Low,False
8388,3996,2022-12-05,Technical,Medium,False
8389,3996,2022-09-28,Technical,High,False
8390,3997,2023-07-09,Bug,High,False
8391,3999,2021-09-16,Bug,Medium,True
8392,3999,2021-11-18,Bug,High,False
8393,4002,2022-05-08,Feature Request,Low,True
8394,4002,2024-01-25,Feature Request,Low,False
8395,4002,2021-08-02,Technical,Medium,False
8396,4004,2020-02-24,Bug,Medium,False
8397,4004,2020-05-19,Technical,Low,True
8398,4004,2020-04-06,Technical,High,True
8399,4005,2021-11-05,Technical,Medium,False
8400,4005,2021-11-20,Feature Request,Low,False
8401,4005,2021-02-23,Bug,High,False
8402,4005,2021-02-17,Feature Request,High,False
8403,4006,2022-04-30,Bug,Medium,False
8404,4006,2023-08-29,Technical,Low,False
8405,4006,2021-09-29,Billing,Medium,True
8406,4006,2022-09-01,Bug,Low,False
8407,4007,2023-01-01,Billing,High,True
8408,4008,2023-10-11,Feature Request,Low,True
8409,4008,2023-08-10,Bug,Medium,False
8410,4008,2024-08-11,Bug,Low,False
8411,4008,2024-11-21,Feature Request,Medium,True
8412,4009,2021-10-22,Bug,Low,False
8413,4009,2022-07-18,Technical,High,False
8414,4009,2021-01-21,Bug,Medium,False
8415,4009,2024-02-21,Bug,Low,True
8416,4010,2024-01-04,Feature Request,Low,True
8417,4010,2022-03-10,Billing,Low,False
8418,4010,2021-09-18,Billing,Medium,True
8419,4010,2022-03-15,Bug,Medium,True
8420,4011,2021-07-07,Technical,High,False
8421,4012,2023-06-04,Bug,Low,True
8422,4012,2024-06-16,Billing,Low,False
8423,4012,2024-09-12,Bug,High,False
8424,4012,2023-01-30,Technical,Low,False
8425,4013,2023-10-27,Technical,Low,False
8426,4013,2024-10-07,Technical,Low,False
8427,4014,2022-09-24,Feature Request,Medium,True
8428,4016,2024-08-31,Technical,Medium,True
8429,4016,2024-11-27,Billing,Low,True
8430,4016,2024-10-23,Bug,High,True
8431,4016,2024-12-01,Billing,Medium,False
8432,4017,2024-03-19,Technical,Low,True
8433,4017,2024-05-16,Bug,High,False
8434,4017,2024-02-03,Technical,Medium,False
8435,4017,2023-03-18,Feature Request,High,False
8436,4018,2024-05-07,Technical,High,True
8437,4019,2023-08-15,Technical,Medium,True
8438,4019,2024-08-18,Technical,Low,True
8439,4019,2024-07-26,Technical,High,True
8440,4019,2023-11-17,Bug,High,True
8441,4021,2023-08-31,Technical,Low,True
8442,4021,2024-11-03,Feature Request,High,True
8443,4021,2024-01-28,Bug,Medium,True
8444,4022,2024-08-31,Billing,Medium,False
8445,4023,2024-10-08,Feature Request,Low,False
8446,4024,2024-10-08,Feature Request,Medium,True
8447,4024,2024-03-12,Technical,High,True
8448,4025,2024-08-30,Billing,Medium,True
8449,4025,2024-02-21,Feature Request,Low,True
8450,4025,2024-10-05,Bug,High,True
8451,4026,2024-02-27,Bug,Low,False
8452,4027,2022-01-08,Technical,Low,False
8453,4027,2023-12-21,Feature Request,Medium,False
8454,4027,2022-02-15,Feature Request,Medium,False
8455,4027,2024-06-02,Billing,Low,False
8456,4028,2024-04-25,Feature Request,Medium,True
8457,4029,2024-08-31,Feature Request,Medium,True
8458,4030,2021-04-14,Technical,High,True
8459,4030,2022-08-28,Feature Request,Low,False
8460,4030,2021-02-25,Feature Request,Low,True
8461,4030,2021-05-03,Billing,Low,False
8462,4031,2022-09-03,Feature Request,High,True
8463,4031,2024-09-22,Technical,Medium,False
8464,4031,2024-04-08,Technical,Medium,True
8465,4032,2024-06-20,Billing,Medium,True
8466,4032,2024-05-19,Technical,Low,False
8467,4032,2024-06-15,Feature Request,Medium,False
8468,4032,2024-07-01,Bug,Low,True
8469,4032,2024-08-18,Bug,High,True
8470,4032,2024-07-29,Bug,Medium,True
8471,4032,2024-08-07,Technical,Medium,True
8472,4032,2024-05-27,Technical,High,True
8473,4033,2022-10-18,Billing,High,False
8474,4033,2021-03-11,Feature Request,High,True
8475,4035,2024-10-09,Feature Request,High,True
8476,4035,2024-09-06,Technical,Low,True
8477,4035,2024-11-29,Bug,High,True
8478,4035,2024-08-07,Feature Request,High,False
8479,4036,2023-09-07,Bug,Low,True
8480,4036,2024-09-12,Billing,High,True
8481,4036,2023-12-01,Feature Request,Low,False
8482,4036,2024-11-25,Billing,Low,False
8483,4037,2021-03-10,Technical,Low,True
8484,4040,2022-04-28,Feature Request,High,False
8485,4041,2024-03-23,Technical,Medium,True
8486,4041,2023-05-09,Feature Request,Low,True
8487,4042,2022-04-17,Bug,High,True
8488,4043,2024-11-19,Technical,High,False
8489,4045,2023-10-26,Bug,High,True
8490,4048,2023-09-24,Technical,Low,True
8491,4048,2023-09-02,Bug,High,True
8492,4048,2023-09-23,Billing,High,True
8493,4049,2024-05-19,Bug,Medium,True
8494,4049,2022-03-09,Technical,Low,True
8495,4049,2024-03-27,Feature Request,Low,True
8496,4049,2022-01-12,Billing,Medium,True
8497,4050,2021-07-07,Billing,Low,False
8498,4051,2023-08-28,Billing,High,True
8499,4051,2024-10-31,Billing,Low,False
8500,4053,2024-07-29,Feature Request,Medium,True
8501,4053,2024-09-12,Feature Request,High,False
8502,4053,2024-11-04,Feature Request,High,False
8503,4053,2024-09-06,Bug,Medium,True
8504,4054,2021-11-22,Feature Request,Low,False
8505,4054,2021-11-02,Technical,Medium,True
8506,4054,2021-08-23,Technical,Low,False
8507,4055,2022-01-12,Feature Request,High,False
8508,4055,2024-11-30,Billing,Medium,False
8509,4056,2021-01-14,Billing,Medium,False
8510,4057,2023-09-16,Technical,Medium,False
8511,4057,2024-02-14,Technical,High,True
8512,4058,2023-08-19,Bug,Medium,False
8513,4058,2024-07-09,Technical,Low,True
8514,4059,2020-03-30,Technical,Medium,False
8515,4059,2022-10-05,Feature Request,Medium,False
8516,4059,2023-04-01,Billing,High,False
8517,4060,2023-07-31,Feature Request,Low,True
8518,4060,2024-04-25,Bug,High,True
8519,4060,2024-07-17,Technical,High,False
8520,4061,2023-11-21,Technical,Low,True
8521,4061,2022-12-04,Billing,High,False
8522,4062,2023-06-05,Billing,High,False
8523,4062,2022-06-27,Billing,Medium,False
8524,4062,2022-06-23,Technical,High,False
8525,4062,2022-09-05,Billing,High,True
8526,4063,2023-07-25,Feature Request,Medium,False
8527,4063,2021-02-18,Billing,High,False
8528,4064,2023-05-05,Bug,Medium,False
8529,4065,2024-08-19,Technical,Medium,True
8530,4065,2023-06-26,Billing,Medium,False
8531,4065,2023-09-14,Bug,Medium,False
8532,4066,2022-03-07,Billing,High,False
8533,4066,2022-03-22,Feature Request,High,False
8534,4068,2024-04-10,Technical,Low,False
8535,4068,2022-12-18,Technical,Low,False
8536,4068,2024-09-29,Technical,Medium,True
8537,4068,2023-08-31,Feature Request,Medium,True
8538,4069,2024-10-31,Feature Request,Medium,True
8539,4069,2024-08-16,Bug,High,False
8540,4069,2024-10-28,Technical,Medium,True
8541,4069,2024-10-17,Billing,Low,True
8542,4071,2022-01-05,Feature Request,Low,False
8543,4071,2020-04-21,Feature Request,Medium,True
8544,4071,2021-06-10,Technical,High,True
8545,4071,2023-06-06,Technical,High,True
8546,4072,2023-08-01,Billing,Medium,False
8547,4072,2024-07-15,Feature Request,High,False
8548,4072,2024-09-21,Technical,Medium,True
8549,4073,2023-04-26,Technical,High,True
8550,4073,2023-01-04,Bug,Low,False
8551,4073,2024-04-19,Billing,High,True
8552,4073,2022-05-18,Technical,Medium,False
8553,4074,2024-08-27,Technical,Low,True
8554,4074,2023-04-04,Bug,Low,False
8555,4074,2023-08-27,Bug,High,True
8556,4075,2022-05-27,Feature Request,Medium,False
8557,4075,2021-05-10,Feature Request,Medium,False
8558,4075,2022-11-08,Billing,Medium,False
8559,4075,2021-01-09,Bug,High,False
8560,4076,2022-05-21,Bug,Medium,False
8561,4076,2024-11-11,Feature Request,Medium,True
8562,4078,2023-11-18,Technical,High,True
8563,4078,2021-05-15,Feature Request,High,True
8564,4078,2022-11-15,Technical,Low,True
8565,4079,2023-10-29,Bug,Low,False
8566,4079,2023-03-09,Technical,High,True
8567,4079,2022-07-10,Feature Request,Medium,True
8568,4079,2023-05-23,Billing,High,True
8569,4080,2024-05-11,Technical,High,False
8570,4080,2024-04-14,Billing,Medium,False
8571,4080,2023-04-12,Feature Request,Medium,True
8572,4082,2024-11-15,Bug,Medium,True
8573,4082,2024-09-04,Technical,Low,False
8574,4083,2023-09-09,Bug,Medium,False
8575,4083,2024-04-19,Bug,High,True
8576,4083,2024-08-04,Billing,Low,False
8577,4084,2022-10-11,Billing,High,False
8578,4084,2021-10-20,Billing,High,False
8579,4084,2024-09-02,Billing,Low,True
8580,4086,2024-09-01,Bug,High,False
8581,4086,2024-01-31,Billing,High,True
8582,4086,2024-08-12,Billing,Medium,True
8583,4087,2024-01-31,Billing,High,True
8584,4088,2021-11-09,Bug,Medium,True
8585,4088,2021-11-24,Technical,High,True
8586,4088,2021-11-07,Feature Request,High,False
8587,4088,2021-12-10,Bug,Low,True
8588,4091,2022-12-18,Feature Request,High,False
8589,4091,2024-01-06,Technical,Medium,False
8590,4091,2022-07-29,Billing,Medium,True
8591,4091,2023-10-05,Feature Request,Low,False
8592,4092,2023-06-17,Feature Request,Medium,True
8593,4093,2024-01-20,Technical,Low,True
8594,4093,2024-08-09,Technical,Low,True
8595,4094,2022-11-16,Billing,Medium,True
8596,4094,2023-01-03,Billing,Medium,True
8597,4095,2022-12-08,Bug,High,False
8598,4095,2024-08-05,Technical,High,True
8599,4095,2024-06-14,Feature Request,Medium,False
8600,4096,2024-01-18,Feature Request,Medium,False
8601,4096,2023-12-12,Technical,Medium,False
8602,4097,2021-07-21,Technical,Medium,False
8603,4098,2021-07-01,Feature Request,Low,False
8604,4098,2024-09-03,Billing,Medium,False
8605,4098,2021-04-02,Feature Request,Medium,True
8606,4100,2023-03-14,Technical,Low,True
8607,4100,2023-06-16,Feature Request,High,True
8608,4100,2023-06-06,Billing,Medium,False
8609,4100,2022-10-09,Bug,High,False
8610,4101,2021-09-22,Billing,Medium,False
8611,4101,2022-07-20,Bug,Medium,True
8612,4101,2022-08-04,Feature Request,Medium,False
8613,4101,2021-07-05,Bug,Medium,False
8614,4102,2021-10-19,Technical,High,True
8615,4102,2021-12-04,Bug,Low,False
8616,4102,2021-12-01,Billing,Low,False
8617,4103,2022-04-12,Feature Request,Low,True
8618,4103,2022-09-27,Feature Request,High,True
8619,4103,2023-03-08,Bug,High,False
8620,4104,2022-06-05,Bug,Medium,False
8621,4105,2024-05-11,Feature Request,High,True
8622,4105,2024-09-22,Technical,High,False
8623,4105,2024-03-19,Feature Request,Low,False
8624,4105,2024-01-24,Bug,Low,False
8625,4107,2022-08-16,Billing,High,True
8626,4107,2021-11-24,Feature Request,Medium,False
8627,4107,2023-12-06,Bug,Medium,False
8628,4108,2024-08-05,Billing,Medium,False
8629,4108,2024-07-03,Feature Request,Medium,False
8630,4109,2024-02-18,Feature Request,Medium,True
8631,4113,2024-01-19,Billing,Low,False
8632,4113,2024-01-09,Feature Request,High,True
8633,4113,2024-01-04,Feature Request,High,False
8634,4113,2024-01-03,Billing,Medium,False
8635,4113,2024-02-14,Billing,High,False
8636,4113,2024-02-23,Bug,Low,True
8637,4113,2023-12-03,Billing,Medium,True
8638,4114,2023-11-14,Bug,Medium,False
8639,4114,2023-03-09,Technical,Medium,True
8640,4114,2024-07-31,Bug,Medium,True
8641,4114,2024-07-31,Billing,Medium,False
8642,4118,2024-08-10,Technical,Medium,True
8643,4118,2024-04-22,Technical,High,False
8644,4119,2023-11-15,Billing,Low,False
8645,4119,2020-11-18,Feature Request,Low,False
8646,4119,2022-12-09,Bug,Low,True
8647,4120,2024-06-26,Technical,Medium,False
8648,4120,2021-08-06,Feature Request,Low,False
8649,4120,2024-11-28,Technical,High,True
8650,4120,2020-09-25,Technical,Low,False
8651,4121,2022-11-08,Technical,High,True
8652,4121,2022-09-10,Bug,Low,False
8653,4121,2024-05-01,Bug,Medium,False
8654,4121,2024-09-15,Feature Request,Medium,True
8655,4122,2024-08-28,Bug,Low,False
8656,4122,2024-10-20,Billing,Low,True
8657,4123,2024-10-20,Technical,High,False
8658,4125,2021-10-20,Technical,Low,True
8659,4125,2022-08-17,Bug,High,False
8660,4125,2023-09-09,Feature Request,Low,True
8661,4126,2022-08-12,Bug,Medium,False
8662,4127,2021-04-18,Technical,High,False
8663,4127,2023-04-11,Feature Request,High,False
8664,4127,2020-12-15,Billing,Medium,False
8665,4127,2024-03-15,Feature Request,High,True
8666,4128,2020-08-14,Technical,Medium,False
8667,4129,2023-10-18,Technical,Medium,True
8668,4129,2024-07-09,Bug,Low,False
8669,4129,2023-09-10,Bug,High,True
8670,4131,2023-12-08,Billing,Low,True
8671,4131,2024-03-22,Technical,High,True
8672,4131,2024-07-10,Billing,Low,False
8673,4131,2024-08-19,Technical,High,False
8674,4132,2023-08-16,Technical,High,False
8675,4133,2024-08-11,Feature Request,Low,False
8676,4133,2023-08-20,Bug,Medium,True
8677,4135,2021-09-30,Technical,Medium,True
8678,4137,2024-01-08,Technical,Low,False
8679,4137,2024-01-20,Technical,Low,True
8680,4140,2024-07-14,Technical,High,True
8681,4140,2024-06-05,Feature Request,High,False
8682,4140,2024-05-29,Billing,Medium,False
8683,4140,2024-07-07,Bug,Low,True
8684,4140,2024-08-03,Bug,High,True
8685,4140,2024-07-03,Feature Request,Medium,False
8686,4140,2024-07-31,Billing,Medium,False
8687,4140,2024-08-02,Bug,High,True
8688,4140,2024-05-23,Feature Request,Low,True
8689,4140,2024-06-04,Billing,High,True
8690,4141,2023-12-14,Billing,High,True
8691,4141,2023-08-26,Billing,Medium,False
8692,4141,2023-10-12,Bug,Medium,True
8693,4142,2022-06-23,Technical,Low,True
8694,4142,2023-07-11,Feature Request,Low,True
8695,4142,2024-06-20,Bug,Medium,False
8696,4143,2024-05-11,Billing,Medium,False
8697,4143,2022-05-17,Bug,Low,True
8698,4143,2024-06-23,Bug,High,True
8699,4143,2022-03-19,Technical,High,False
8700,4144,2024-01-25,Feature Request,Medium,False
8701,4144,2023-06-02,Technical,High,True
8702,4144,2024-09-21,Technical,Medium,False
8703,4144,2020-06-29,Technical,High,False
8704,4145,2024-04-23,Feature Request,Low,False
8705,4145,2021-11-29,Bug,Medium,False
8706,4146,2022-04-12,Billing,Medium,True
8707,4147,2024-12-03,Technical,Low,False
8708,4148,2024-02-23,Feature Request,High,False
8709,4149,2022-01-30,Bug,Medium,False
8710,4149,2022-12-28,Billing,High,True
8711,4149,2023-05-11,Bug,Low,True
8712,4150,2024-05-05,Billing,Low,False
8713,4150,2024-10-15,Feature Request,High,False
8714,4150,2024-03-16,Bug,Medium,True
8715,4151,2023-11-18,Bug,Low,False
8716,4151,2024-07-13,Technical,High,True
8717,4153,2023-01-11,Technical,Low,True
8718,4154,2023-07-03,Technical,Low,True
8719,4155,2024-11-28,Feature Request,Medium,False
8720,4155,2024-08-26,Billing,Medium,True
8721,4156,2023-08-06,Billing,Low,False
8722,4156,2024-03-13,Bug,Low,False
8723,4156,2022-04-11,Technical,High,True
8724,4156,2022-04-09,Billing,High,False
8725,4157,2022-12-19,Feature Request,High,True
8726,4157,2024-08-25,Feature Request,High,False
8727,4157,2022-10-22,Billing,High,False
8728,4158,2023-05-27,Feature Request,Low,True
8729,4158,2022-04-08,Bug,Medium,False
8730,4159,2024-09-07,Billing,Low,False
8731,4160,2022-12-16,Technical,Low,True
8732,4160,2021-04-05,Technical,Medium,True
8733,4161,2024-06-16,Bug,Low,True
8734,4161,2023-11-11,Feature Request,High,True
8735,4161,2023-11-22,Feature Request,Low,True
8736,4162,2022-05-01,Feature Request,High,True
8737,4162,2021-09-28,Bug,Low,True
8738,4162,2022-12-26,Bug,Medium,True
8739,4163,2023-08-07,Feature Request,Medium,False
8740,4163,2024-09-25,Technical,Medium,True
8741,4163,2023-10-20,Billing,Medium,False
8742,4164,2021-05-01,Technical,High,True
8743,4165,2024-08-04,Bug,High,True
8744,4165,2024-05-15,Technical,High,True
8745,4165,2024-11-24,Feature Request,Low,False
8746,4167,2024-06-15,Feature Request,High,False
8747,4167,2024-06-20,Billing,Low,False
8748,4168,2021-02-19,Feature Request,Low,True
8749,4168,2021-02-20,Technical,Low,True
8750,4168,2021-06-03,Bug,Medium,False
8751,4168,2021-03-12,Bug,High,True
8752,4169,2021-04-27,Bug,High,True
8753,4169,2021-11-04,Feature Request,Medium,True
8754,4170,2024-02-06,Billing,Medium,False
8755,4170,2023-11-21,Technical,Medium,False
8756,4170,2024-02-20,Billing,High,True
8757,4171,2024-03-18,Billing,Medium,False
8758,4171,2021-12-31,Billing,High,False
8759,4172,2023-11-25,Billing,Medium,False
8760,4172,2024-07-18,Billing,High,True
8761,4172,2024-01-31,Feature Request,Low,True
8762,4172,2023-11-25,Bug,Medium,True
8763,4173,2023-04-09,Bug,Low,True
8764,4173,2022-10-21,Technical,Medium,False
8765,4174,2024-04-09,Feature Request,Low,False
8766,4174,2022-04-22,Bug,Low,True
8767,4174,2023-12-20,Feature Request,Low,False
8768,4174,2024-09-12,Feature Request,Medium,False
8769,4175,2021-07-15,Bug,Low,False
8770,4175,2023-08-29,Feature Request,Medium,False
8771,4176,2024-01-17,Billing,High,True
8772,4176,2024-05-03,Billing,High,False
8773,4178,2022-01-21,Bug,Low,True
8774,4178,2021-11-23,Bug,High,True
8775,4178,2022-01-04,Bug,Medium,True
8776,4179,2024-08-02,Bug,Low,True
8777,4179,2024-09-21,Feature Request,Low,False
8778,4179,2024-08-26,Bug,Low,False
8779,4179,2024-07-05,Bug,Low,False
8780,4180,2022-10-21,Technical,Low,False
8781,4181,2024-10-25,Billing,High,True
8782,4182,2020-09-17,Technical,Low,True
8783,4182,2020-06-29,Technical,Low,False
8784,4184,2023-10-02,Feature Request,Medium,True
8785,4184,2022-01-25,Technical,Medium,True
8786,4184,2023-01-05,Billing,Low,False
8787,4184,2022-10-09,Technical,High,True
8788,4185,2023-06-05,Billing,Low,True
8789,4185,2024-06-03,Billing,Medium,True
8790,4186,2024-04-22,Technical,Medium,True
8791,4187,2022-03-12,Bug,Low,True
8792,4187,2023-05-12,Bug,High,True
8793,4188,2022-09-23,Technical,Medium,False
8794,4188,2022-12-04,Billing,High,False
8795,4188,2023-10-09,Billing,Medium,True
8796,4189,2024-05-22,Billing,High,True
8797,4190,2022-11-08,Technical,Medium,True
8798,4190,2020-10-21,Feature Request,High,True
8799,4190,2020-09-01,Bug,Medium,True
8800,4191,2024-08-21,Bug,Medium,False
8801,4191,2024-04-20,Billing,High,True
8802,4191,2023-10-30,Bug,Low,True
8803,4192,2023-09-15,Technical,Low,False
8804,4192,2023-03-11,Billing,High,False
8805,4193,2024-01-23,Billing,Medium,False
8806,4193,2023-12-05,Feature Request,Medium,False
8807,4193,2023-11-27,Technical,Medium,True
8808,4194,2024-06-23,Technical,High,False
8809,4194,2024-04-28,Technical,High,False
8810,4194,2024-02-02,Feature Request,High,True
8811,4194,2024-10-23,Billing,Medium,False
8812,4195,2023-08-18,Billing,High,False
8813,4196,2020-12-26,Technical,Low,False
8814,4196,2024-01-26,Billing,Medium,True
8815,4196,2021-03-07,Feature Request,High,True
8816,4196,2022-02-01,Bug,Low,True
8817,4197,2022-12-26,Technical,Medium,True
8818,4197,2021-07-14,Feature Request,Medium,False
8819,4198,2023-09-05,Technical,High,False
8820,4198,2023-05-04,Billing,Medium,True
8821,4198,2023-05-13,Billing,Medium,True
8822,4199,2023-12-17,Technical,Medium,False
8823,4199,2024-08-30,Feature Request,Low,True
8824,4200,2024-08-05,Billing,Low,False
8825,4201,2023-10-09,Bug,Low,True
8826,4201,2024-08-16,Feature Request,Medium,False
8827,4201,2021-09-21,Feature Request,Medium,True
8828,4201,2020-03-12,Bug,Medium,True
8829,4202,2024-03-22,Feature Request,Low,True
8830,4202,2024-03-15,Bug,Medium,False
8831,4202,2023-06-22,Bug,High,False
8832,4203,2022-10-20,Technical,Medium,True
8833,4203,2022-12-31,Bug,Low,True
8834,4203,2024-02-29,Technical,Low,False
8835,4205,2021-12-16,Bug,Medium,False
8836,4205,2022-01-09,Billing,Medium,False
8837,4207,2024-10-14,Feature Request,Medium,False
8838,4207,2024-05-27,Bug,Low,True
8839,4207,2024-06-10,Technical,Low,False
8840,4208,2021-09-13,Bug,Low,True
8841,4208,2021-07-09,Feature Request,Medium,True
8842,4208,2021-07-07,Bug,Medium,True
8843,4211,2024-01-16,Bug,High,False
8844,4213,2024-11-08,Billing,Low,True
8845,4213,2024-10-12,Feature Request,Low,False
8846,4213,2024-01-27,Billing,High,False
8847,4214,2021-12-09,Billing,Medium,True
8848,4215,2021-03-07,Billing,Low,False
8849,4215,2024-05-01,Feature Request,Medium,True
8850,4215,2022-02-05,Feature Request,High,False
8851,4215,2022-12-01,Technical,Low,False
8852,4217,2023-10-27,Feature Request,High,True
8853,4217,2023-02-10,Billing,Low,False
8854,4218,2021-12-24,Bug,Medium,False
8855,4218,2021-10-25,Feature Request,Low,False
8856,4218,2022-02-04,Billing,Medium,True
8857,4219,2023-08-17,Technical,Low,False
8858,4219,2024-01-26,Technical,High,True
8859,4219,2023-03-28,Feature Request,Medium,False
8860,4219,2024-03-30,Bug,High,True
8861,4221,2023-11-20,Billing,Low,False
8862,4221,2023-10-28,Feature Request,Medium,False
8863,4222,2024-02-21,Technical,Medium,False
8864,4222,2024-04-13,Billing,Medium,False
8865,4224,2022-11-28,Feature Request,Medium,False
8866,4224,2024-08-03,Billing,Medium,False
8867,4224,2023-03-24,Billing,Medium,False
8868,4225,2024-07-10,Billing,Low,True
8869,4226,2022-02-08,Technical,High,False
8870,4226,2021-11-09,Bug,Medium,True
8871,4226,2022-01-18,Bug,Low,False
8872,4226,2021-09-22,Feature Request,High,False
8873,4227,2023-03-23,Billing,Medium,False
8874,4228,2024-11-13,Bug,Low,True
8875,4229,2023-06-07,Feature Request,High,True
8876,4229,2024-02-22,Feature Request,Low,True
8877,4229,2024-04-03,Technical,Medium,False
8878,4229,2024-08-04,Feature Request,High,False
8879,4230,2021-03-26,Bug,Medium,False
8880,4230,2023-03-08,Bug,Low,True
8881,4230,2021-08-16,Billing,Medium,False
8882,4230,2024-06-20,Billing,Low,True
8883,4231,2023-07-24,Technical,High,True
8884,4231,2023-10-19,Billing,High,False
8885,4232,2024-09-20,Feature Request,High,False
8886,4232,2024-07-03,Bug,High,True
8887,4233,2023-04-18,Bug,Medium,True
8888,4233,2023-07-04,Bug,High,False
8889,4234,2022-02-10,Technical,High,True
8890,4234,2021-03-11,Bug,Low,True
8891,4234,2021-11-22,Feature Request,High,False
8892,4236,2021-12-05,Technical,Low,False
8893,4236,2024-08-30,Technical,High,False
8894,4236,2024-01-06,Technical,Low,True
8895,4236,2023-11-05,Feature Request,High,False
8896,4237,2024-09-21,Feature Request,High,True
8897,4237,2023-01-17,Billing,Medium,True
8898,4237,2023-04-06,Technical,High,True
8899,4238,2024-06-25,Bug,High,False
8900,4239,2024-08-10,Bug,High,True
8901,4239,2024-11-26,Technical,Medium,True
8902,4239,2024-12-02,Technical,Low,False
8903,4239,2024-11-09,Feature Request,High,True
8904,4240,2022-06-09,Feature Request,High,False
8905,4240,2024-09-05,Feature Request,High,True
8906,4241,2021-03-29,Billing,High,False
8907,4241,2023-11-02,Feature Request,Medium,False
8908,4242,2024-09-01,Billing,Low,False
